x1,license_number,provider_name,provider_service_type,street_address,city,state,zip,county,ecc,ccrr,school_district_operated_program,school_district,quality_rating,quality_rating_effective_date,quality_rating_expiration_date,cccap_fiscal_agreement_status,cccap_authorization_status,total_licensed_capacity,licensed_home_capacity,licensed_center_infant_capacity,licensed_center_toddler_capacity,licensed_center_preschool_capacity,licensed_preschool_and_school_age_capacity,licensed_school_age_capacity,licensed_nyo_capacity,licensed_resident_camp_capacity,governing_body
1975,85487,WALDEN PRESCHOOL,Preschool Program,910 4th ST,Walden,CO,80480,Jackson,Grand and Jackson Early Childhood Council,Summit Co CCR&R,TRUE,North Park,4,5/31/2025,5/31/2028,TRUE,FALSE,15,,,,15,0,,,,
