license_number,provider_name,provider_service_type,street_address,city,state,zip,county,ecc,ccrr,school_district_operated_program,school_district,quality_rating,quality_rating_effective_date,quality_rating_expiration_date,total_licensed_capacity,cccap_fiscal_agreement_status,cccap_authorization_status,licensed_home_capacity,licensed_center_infant_capacity,licensed_center_toddler_capacity,licensed_center_preschool_capacity,licensed_school_age_capacity,licensed_preschool_and_school_age_capacity,licensed_resident_camp_capacity,licensed_nyo_capacity,governing_body
1513028,SILVERTON FAMILY LEARNING CENTER,Child Care Center,195 E 16th ST,Silverton,CO,81433,San Juan,Bright Futures,ECC La Plata Co,FALSE,District Silverton 1 (Silverton),1,,,45,TRUE,FALSE,0,10,15,0,0,20,0,0,
