license_number,provider_name,provider_service_type,street_address,city,state,zip,county,ecc,ccrr,school_district_operated_program,school_district,quality_rating,quality_rating_effective_date,quality_rating_expiration_date,total_licensed_capacity,cccap_fiscal_agreement_status,cccap_authorization_status,licensed_home_capacity,licensed_center_infant_capacity,licensed_center_toddler_capacity,licensed_center_preschool_capacity,licensed_school_age_capacity,licensed_preschool_and_school_age_capacity,licensed_resident_camp_capacity,licensed_nyo_capacity,governing_body
85487,WALDEN PRESCHOOL,Preschool Program,910 4th ST,Walden,CO,80480,Jackson,Grand and Jackson Early Childhood Council,Summit Co CCR&R,TRUE,North Park,4,05/31/2025,05/31/2028,15,TRUE,FALSE,,,,15,,0,,,
